term,estimate,std.error,statistic,p.value,model
factor(sdist)445,0.4122858996417321,0.25770183848424827,1.5998562605013493,0.10965385044811019,m6a
factor(sdist)446,0.5472724396548933,0.27930344164361687,1.9594188902018512,0.05008427703464288,m6a
factor(sdist)447,0.5119611071590449,0.23802118617585585,2.1509056205643624,0.03150132515835559,m6a
factor(sdist)448,0.7262644697349009,0.24700557655575384,2.9402755996926624,0.003284759520365349,m6a
factor(sdist)449,0.4431290412798983,0.28182175610933635,1.5723734299206507,0.11588738277577379,m6a
factor(sdist)450,0.44494568186278266,0.30882513828052743,1.4407689877195407,0.14967312541142744,m6a
factor(sdist)451,0.8008171452915718,0.48847928939749347,1.6394085945369887,0.10115146916437205,m6a
factor(sdist)452,0.5900343796801639,0.25150356014434716,2.3460279422745405,0.018989056587216314,m6a
factor(sdist)453,0.31061551731701303,0.26811273992268037,1.158525765715534,0.24667001535978633,m6a
factor(sdist)454,0.35559945825014916,0.2735259593084392,1.3000574393348914,0.1936034558467302,m6a
factor(sdist)455,0.3878587710137779,0.25501641718873497,1.5209168699391133,0.1283040957876082,m6a
factor(sdist)456,0.609377132685673,0.2539541699801065,2.3995555289893784,0.016428442095837728,m6a
factor(sdist)457,0.4791897958002966,0.3074544386599278,1.5585717281848175,0.11912119530428203,m6a
factor(sdist)458,-0.09664370203033466,0.26652423167194456,-0.3626075626372691,0.7169037306432077,m6a
factor(sdist)459,0.4450823413412171,0.24350722845083211,1.8277992984963325,0.06760171529892892,m6a
factor(sdist)460,0.46772748636858597,0.2629187396675624,1.7789811671849112,0.07526532145557331,m6a
factor(sdist)461,0.3099995373285786,0.2574020552022121,1.204339790857717,0.22847936527865645,m6a
factor(sdist)462,0.3680968631437222,0.25300962225558343,1.454872980174172,0.14572765546882482,m6a
factor(sdist)463,0.6370520523249079,0.26586547514794584,2.3961443356660292,0.016582075068893972,m6a
factor(sdist)464,0.3542337276703948,0.24222158166241375,1.4624366880903836,0.143644836121403,m6a
factor(sdist)465,0.2187475534539245,0.30925010616530574,0.7073483536235093,0.4793622209146934,m6a
factor(sdist)466,0.4612736733685493,0.27939490342820605,1.6509738284724267,0.09876715506028301,m6a
factor(sdist)467,0.8531273667985483,0.2655994058802815,3.2120831143089754,0.0013208493096991325,m6a
factor(sdist)602,0.25635264141056985,0.25955332545523147,0.9876684914783969,0.3233327133034952,m6a
factor(sdist)603,0.4462103768641775,0.34463794198528747,1.2947221489711256,0.19543821691406074,m6a
factor(sdist)604,0.24378079047174853,0.30020673625501343,0.8120430391164396,0.4167812390063538,m6a
factor(sdist)605,0.14366125892755888,0.28070780471810897,0.5117822038180437,0.6088118091111269,m6a
factor(sdist)606,0.2279452535435817,0.26224947990302794,0.8691923950730772,0.38475734291146857,m6a
factor(sdist)607,-0.020844064459316528,0.29253133611832577,-0.07125412523629718,0.943196559520674,m6a
factor(sdist)608,-0.15594231322172747,0.32004110326559265,-0.4872571417563061,0.6260840189862193,m6a
factor(sdist)609,-0.09614339237846575,0.3229926221019518,-0.2976643607299437,0.7659639226352809,m6a
factor(sdist)610,0.6231893941580503,0.3014316630163938,2.0674317618854703,0.038712479673352694,m6a
factor(sdist)611,0.4833974101721624,0.3008968529656333,1.6065219872119212,0.10818263122772384,m6a
factor(sdist)612,0.5276203147032832,0.2638932382865453,1.9993703443449846,0.0455882835949157,m6a
factor(sdist)613,0.37854269245386896,0.2772187416288118,1.3655018063703899,0.17211811325260779,m6a
factor(sdist)614,0.4251091982886508,0.2730240097138916,1.5570396125019659,0.119484497523026,m6a
factor(sdist)615,0.2490575516874264,0.2908414931090509,0.8563343181367948,0.3918280674989969,m6a
factor(sdist)616,0.2713026381420438,0.28937101593744563,0.9375598218195158,0.34848742227519225,m6a
factor(sdist)617,0.12885389901546204,0.305989387731112,0.4211057774614469,0.6736845398577926,m6a
factor(sdist)618,-0.03158342244060108,0.3022036353567584,-0.10451039876908204,0.916765867396345,m6a
factor(sdist)619,0.5690715451506696,0.306008443526557,1.859659617860455,0.06295541277808263,m6a
factor(sdist)620,-0.3946592116695673,0.3712115884708072,-1.0631651164107019,0.2877260759115489,m6a
factor(sdist)621,-0.20610417810846604,0.2938410243176551,-0.7014138974878414,0.4830568294635019,m6a
factor(sdist)622,0.8240682608603799,0.27037833073113815,3.0478339689130864,0.0023094244276688496,m6a
factor(sdist)623,-0.05970444897869522,0.3307878392502637,-0.18049166835762878,0.856769301109722,m6a
factor(sdist)624,0.3723308039947876,0.2865952981827779,1.2991518226420147,0.1939139951564897,m6a
factor(sdist)625,0.3281630580364819,0.2808444446294271,1.1684869126376756,0.24263102744614828,m6a
factor(sdist)626,0.5795440535992047,0.27564723222199505,2.1024845739516205,0.035529299744360573,m6a
factor(sdist)627,0.5101760738863119,0.30165275343576453,1.6912694085351732,0.09080841743328415,m6a
factor(sdist)628,0.1278972820640021,0.29170411059910084,0.43844867938722953,0.6610680736032859,m6a
factor(sdist)629,-0.004543771794463402,0.32143924961477544,-0.014135709313373598,0.9887219200521695,m6a
factor(sdist)630,0.5201524672222841,0.29929306112086485,1.737936941385449,0.0822447040753185,m6a
factor(sdist)631,-0.003533537447899636,0.34203304739394896,-0.010330982560962175,0.9917573676367208,m6a
factor(sdist)632,-0.5189020336575003,0.38211683817204717,-1.3579669405300216,0.17449684614061906,m6a
factor(sdist)633,0.22368432859848866,0.37650717342716633,0.5941037631830391,0.5524526588163006,m6a
factor(sdist)634,0.08923050808330596,0.32358793598111757,0.2757535067330596,0.7827416120984456,m6a
factor(sdist)635,-0.08428416372709914,0.30166005963384834,-0.27940113725828447,0.7799412741767537,m6a
factor(sdist)636,-0.4031800808711433,0.3358987821709429,-1.2003023001910147,0.23004299686065935,m6a
factor(sdist)637,0.11354332317870466,0.2608525297564672,0.4352778302924993,0.6633677262198558,m6a
factor(sdist)801,-0.48952386875791365,0.3420571821377127,-1.4311170597225777,0.15241979229605343,m6a
factor(sdist)802,-0.3351550373314062,0.5257825611486673,-0.6374403833386929,0.5238488298946781,m6a
factor(sdist)803,-0.07926298848616728,0.35462450881218216,-0.22351243785055733,0.8231400824133928,m6a
factor(sdist)804,0.12721302145702512,0.28364987582426,0.44848608196057194,0.6538096190913907,m6a
factor(sdist)805,0.34759753056013215,0.2974238098893887,1.1686943647497587,0.24254740829205604,m6a
factor(sdist)806,0.05275998500288908,0.26037629031989745,0.20262975917687565,0.8394274784174529,m6a
factor(sdist)807,-0.13990654086845414,0.3528699886296113,-0.3964818357372594,0.6917558654681845,m6a
factor(sdist)808,-0.07194948877002927,0.2893026544436465,-0.24869971866796117,0.8035968456768128,m6a
factor(sdist)809,0.03220041063434231,0.34340347468138904,0.09376844734671937,0.925294486674633,m6a
factor(sdist)822,0.2597769138409273,0.28530569792991206,0.9105212960196255,0.36256389565500124,m6a
factor(sdist)823,0.40266993216483593,0.2582136733214648,1.5594446528922943,0.1189145909603057,m6a
factor(sdist)824,0.603133963421951,0.24769117526875986,2.435024028480281,0.014903648316813987,m6a
factor(sdist)825,0.34790180436289453,0.25720787903625386,1.3526094366411583,0.1762030667248448,m6a
factor(sdist)826,0.46061025053569843,0.26579757798599996,1.7329362217136517,0.08312981736855826,m6a
factor(sdist)827,0.6394008892411874,0.2609251160058424,2.4505149179539716,0.014277790283546555,m6a
factor(sdist)828,0.5047334159939708,0.2736662442084003,1.8443393245445716,0.06515557677815317,m6a
factor(sdist)829,0.4537551160412252,0.2697131153933342,1.6823620734182492,0.09252175312979731,m6a
factor(sdist)830,0.4671570387044896,0.26517682971753725,1.761681211748775,0.07814578189937996,m6a
factor(sdist)831,0.4368879647937595,0.2489036681943032,1.7552492012801875,0.07923934737452733,m6a
factor(sdist)832,0.4506048997060081,0.2817553956330818,1.5992769142664864,0.10978246375184042,m6a
factor(sdist)833,0.43572362162166567,0.26882824706800185,1.6208252903998088,0.10507844343203965,m6a
factor(sdist)834,0.4971801703977469,0.2684567438894954,1.8519935956699256,0.06404853692113027,m6a
factor(sdist)835,0.47832021748857945,0.2617717874502997,1.827241285806607,0.06768554098149243,m6a
factor(sdist)836,0.4070278550532171,0.26091722248884175,1.5599884559963222,0.11878602539506786,m6a
factor(sdist)837,0.0063144405282326375,0.31090932144277644,0.020309588978968018,0.9837967063018505,m6a
factor(sdist)838,0.29175980988313716,0.27146325192972387,1.0747672394297687,0.282498139762657,m6a
factor(sdist)839,-0.6595562162403017,0.36504383249428246,-1.806786356952441,0.070817829825508,m6a
factor(sdist)840,-0.3870310275133382,0.3289013104295887,-1.1767390862864742,0.23932038808843392,m6a
factor(sdist)841,-0.4391294543172225,0.31690143691628436,-1.3856972647089227,0.1658622306127623,m6a
factor(sdist)842,-0.1907036513258098,0.32870463189443344,-0.5801672164664112,0.5618115320062349,m6a
factor(sdist)843,0.4865355712282836,0.29919394821898854,1.6261544530712715,0.1039401188459416,m6a
factor(sdist)844,-0.2986568719252453,0.30430046114304754,-0.9814538919967353,0.32638653104489646,m6a
factor(sdist)845,0.16084599212263156,0.3089713578926916,0.5205854459120924,0.6026641188895404,m6a
factor(sdist)846,-0.3028102594336751,0.3065854380502992,-0.9876863733625708,0.32332395321113705,m6a
factor(sdist)847,-0.467010501459442,0.28495639209048584,-1.6388841044532392,0.1012606767406045,m6a
factor(sdist)865,-0.5787550792746752,0.3458889118625528,-1.6732397582743483,0.09430325105697746,m6a
factor(sdist)866,-0.03400216675458995,0.30309640303037694,-0.11218267988215679,0.9106802280859485,m6a
factor(sdist)867,0.3270540083811992,0.3499796797596838,0.9344942786557588,0.35006568284226935,m6a
factor(sdist)868,0.5985356282059083,0.2537111425581347,2.359122355332744,0.01833236116086959,m6a
factor(sdist)879,-0.3030878094220666,0.27508839334018176,-1.101783342226511,0.2705754960903516,m6a
factor(sdist)880,-0.048240175783701364,0.2705779941544568,-0.17828565820531558,0.8585013138345212,m6a
factor(sdist)881,-0.2858596984882837,0.3649335379548781,-0.7833198891235603,0.43345301376351886,m6a
factor(sdist)882,-0.03153498914493206,0.2881062674630504,-0.10945610250903832,0.9128423628166299,m6a
factor(sdist)921,0.5074515439481851,0.2413976598152213,2.102139450467812,0.035559517579935286,m6a
factor(sdist)922,0.24635956631768322,0.26808533131587,0.9189595160184706,0.3581331493379125,m6a
factor(sdist)923,0.23439785714771774,0.29245472395806577,0.8014842570343551,0.4228654461991227,m6a
factor(sdist)924,0.4776846416496717,0.2694802250686572,1.7726148236961319,0.07631507674790963,m6a
factor(sdist)925,0.4691850020340085,0.29314667758508484,1.600512773670543,0.10950825028830637,m6a
factor(sdist)926,0.581890803963733,0.3241173271406859,1.7953091526981473,0.07262679219003046,m6a
factor(sdist)927,-0.010886420498693651,0.25951350658515393,-0.041949340679582316,0.9665397025406457,m6a
factor(sdist)928,0.21010411975059715,0.24912065965547855,0.8433829616586623,0.3990292252499801,m6a
factor(sdist)929,0.7026496750159839,0.2814012267712351,2.496967348288081,0.012537855906393435,m6a
factor(sdist)930,-0.009795930646874087,0.25846409837311485,-0.037900546762718396,0.9697675369310302,m6a
factor(c_measurementmonth)2,0.03232584759899384,0.05313207667593139,0.6084054985495667,0.5429287908244884,m6a
factor(c_measurementmonth)3,0.09132367485128115,0.0658044013859518,1.387804963313249,0.16521932354978927,m6a
factor(c_measurementmonth)4,0.17727648119171943,0.0852757472430827,2.078861656719162,0.03764888498056569,m6a
factor(c_measurementmonth)5,0.3983202462278328,0.5110258030944423,0.7794523169199334,0.43572696525560983,m6a
factor(c_measurementmonth)10,-7.520191273476937,1.012473061814498,-7.427547020361874,1.1725648968176004e-13,m6a
factor(c_measurementmonth)11,0.24291641133968453,0.12570459511753931,1.9324385963181936,0.053326266489348566,m6a
factor(c_measurementmonth)12,0.05473929775428566,0.06753643799686615,0.810515025338258,0.41765850560024365,m6a
c_sex,-0.10298491254270353,0.016824445229084075,-6.121147600437702,9.547425744679187e-10,m6a
m_age_centered,0.0021167503386465905,0.0020163733330098702,1.0497809626786156,0.29383760239014084,m6a
m_eduyr_centered,-0.012790614409554604,0.0020795282745948193,-6.150728781048558,7.93027247699825e-10,m6a
m_height_centered,-0.007212293642113837,0.0015068741912878031,-4.786261310872989,1.7171556739090824e-6,m6a
m_casteOBC,0.0885678896394362,0.029927797303299513,2.959385508457439,0.003087878895800905,m6a
m_casteSchedule Caste,0.1471589173620903,0.03241527510884519,4.5398015863803325,5.6793438602144885e-6,m6a
m_casteSchedule Tribe,0.2227720073761773,0.03983908714078035,5.591794977353835,2.2909062606040887e-8,m6a
hh_religionMuslim,0.16096409406789694,0.03354274476598948,4.798775269908913,1.6134588416298535e-6,m6a
hh_religionOther,0.005804850731581493,0.052607110561918094,0.11034346250112398,0.9121386281128963,m6a
"phase2:c_age3mo[3,6)",-0.03355720372869087,0.08090122483625117,-0.41479228276966906,0.6783005537558691,m6a
"phase2:c_age3mo[6,9)",0.05439220084937996,0.09032193635751408,0.6022036621766352,0.5470486817145964,m6a
"phase2:c_age3mo[9,12)",-0.1166577093372247,0.09360209724492745,-1.2463151229610585,0.21267033138219346,m6a
"phase2:c_age3mo[12,15)",-0.1813833358831487,0.09034291111681875,-2.00772073470833,0.04469284411042089,m6a
"phase2:c_age3mo[15,18)",-0.04865698143198593,0.09085056377982308,-0.5355715959001249,0.5922634772600602,m6a
"phase2:c_age3mo[18,21)",-0.14861169290574133,0.09894828549922753,-1.501912763378821,0.13314300441583102,m6a
"phase2:c_age3mo[21,24)",-0.10990201639962273,0.09878460198642225,-1.1125419770859486,0.2659249819582243,m6a
"phase2:c_age3mo[24,27)",-0.12011038093347703,0.09312951627974572,-1.289713355459565,0.19717227150254193,m6a
"phase2:c_age3mo[27,30)",-0.2631308847402418,0.09429184653342708,-2.790600613033495,0.005268409862758216,m6a
"phase2:c_age3mo[30,33)",-0.23735005127480147,0.09752525010719777,-2.433729224112844,0.014957039247609313,m6a
"phase2:c_age3mo[33,36)",4.046479808798145e-4,0.10265046994286763,0.003941998327967034,0.9968548067263894,m6a
"phase2:c_age3mo[36,39)",-0.16985863300882628,0.10227968197168154,-1.6607270352664523,0.09679147933946021,m6a
"phase2:c_age3mo[39,42)",-0.10790094137469605,0.10418665915795695,-1.0356502669992316,0.300383863214569,m6a
"phase2:c_age3mo[42,45)",-0.06129792472250165,0.103925280726055,-0.5898268861460358,0.5553165766684347,m6a
"phase2:c_age3mo[45,48)",-0.03169573407682145,0.10587810331520128,-0.29936061455939195,0.7646695136280683,m6a
"phase2:c_age3mo[48,51)",-0.2587821782569172,0.10113206449956899,-2.5588539059045914,0.010512581561552702,m6a
"phase2:c_age3mo[51,54)",-0.16071813428572795,0.10435504236605705,-1.540108945784912,0.12355721282729284,m6a
"phase2:c_age3mo[54,57)",-0.11161153989603652,0.0965943367173246,-1.1554667042505662,0.24791978833719366,m6a
"phase2:c_age3mo[57,60]",-0.006366733631082796,0.10791494227911907,-0.058997702233073636,0.9529548106073459,m6a
